Race Index,Placing,Track/Course,Dist.,Race Class,Going,Horse,Draw,Rtg.,Trainer,Gear,Body Wt.,Act. Wt.,Unnamed: 13,jockey_id,season,race_description,Race Sub Index,race_date,race_course,race_wins,first_place_win,second_place_win,third_place_win
197,7/12,"Turf / ""C""",1200,4,GY,MACANESE MASTER,6,54,C H Yip,,1052,128,,CCY,Current,20/11/2024 Happy Valley Jockey Challenge 1 Points :24 (Win 2 2nd 0 3rd 0),4,2024-11-20,Happy Valley Jockey Challenge,(Win 2 2nd 0 3rd 0,2,0,0
195,6/12,"Turf / ""C""",1200,5,GY,CHEER FOR SOUTH,10,27,F C Lor,PC,1057,119,,CCY,Current,20/11/2024 Happy Valley Jockey Challenge 1 Points :24 (Win 2 2nd 0 3rd 0),5,2024-11-20,Happy Valley Jockey Challenge,(Win 2 2nd 0 3rd 0,2,0,0
193,7/12,"Turf / ""C""",1650,5,GY,RED MAVERICK,10,24,Y S Tsui,,1225,116,,CCY,Current,20/11/2024 Happy Valley Jockey Challenge 1 Points :24 (Win 2 2nd 0 3rd 0),6,2024-11-20,Happy Valley Jockey Challenge,(Win 2 2nd 0 3rd 0,2,0,0
192,1/14,"Turf / ""B+2""",1200,3,G,YOUNG SUPERSTAR,4,70,A S Cruz,TT,1157,122,,CCY,Current,17/11/2024 Sha Tin Jockey Challenge 1 Points :12 (Win 1 2nd 0 3rd 0),1,2024-11-17,Sha Tin Jockey Jockey Challenge,(Win 1 2nd 0 3rd 0,1,0,0
187,13/13,"Turf / ""B+2""",2000,3,G,BRIGHT INHERITANCE,6,62,C H Yip,B,1118,114,,CCY,Current,17/11/2024 Sha Tin Jockey Challenge 1 Points :12 (Win 1 2nd 0 3rd 0),2,2024-11-17,Sha Tin Jockey Jockey Challenge,(Win 1 2nd 0 3rd 0,1,0,0
185,14/14,"Turf / ""B+2""",1400,4,G,SPONGE BABE,11,49,Y S Tsui,H,1288,122,,CCY,Current,17/11/2024 Sha Tin Jockey Challenge 1 Points :12 (Win 1 2nd 0 3rd 0),3,2024-11-17,Sha Tin Jockey Jockey Challenge,(Win 1 2nd 0 3rd 0,1,0,0
182,14/14,"Turf / ""B+2""",1200,4,G,MULTIBINGO,13,52,A S Cruz,TT1,1139,128,,CCY,Current,17/11/2024 Sha Tin Jockey Challenge 1 Points :12 (Win 1 2nd 0 3rd 0),4,2024-11-17,Sha Tin Jockey Jockey Challenge,(Win 1 2nd 0 3rd 0,1,0,0
181,12/12,"Turf / ""B""",1200,4,G,SUPREME WINNER,6,42,C H Yip,,1086,114,,CCY,Current,13/11/2024 Happy Valley,1,2024-11-13,Sha Tin Jockey Jockey Challenge,,0,0,0
179,8/12,"Turf / ""B""",1000,4,G,HAPPY TANGO,6,50,Y S Tsui,B,1250,123,,CCY,Current,13/11/2024 Happy Valley,2,2024-11-13,Sha Tin Jockey Jockey Challenge,,0,0,0
178,9/12,"Turf / ""B""",1650,4,G,SKYEY BLUE,12,41,C W Chang,TT,1025,113,,CCY,Current,13/11/2024 Happy Valley,3,2024-11-13,Sha Tin Jockey Jockey Challenge,,0,0,0
177,7/12,"Turf / ""B""",1650,4,G,TRADITION,11,46,Y S Tsui,,1041,120,,CCY,Current,13/11/2024 Happy Valley,4,2024-11-13,Sha Tin Jockey Jockey Challenge,,0,0,0
176,9/9,"Turf / ""B""",2200,5,G,TIGER AND GOLD,4,31,C H Yip,B,1255,122,,CCY,Current,13/11/2024 Happy Valley,5,2024-11-13,Sha Tin Jockey Jockey Challenge,,0,0,0
175,8/14,"Turf / ""A+3""",1600,3,GF,FALLON,9,70,A S Cruz,B/TT,1106,122,,CCY,Current,09/11/2024 Sha Tin Jockey Challenge 1 Points :0 (Win 0 2nd 0 3rd 0),1,2024-11-09,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 0 3rd 0,0,0,0
174,12/14,"Turf / ""A+3""",1200,3,GF,HE WAS ME,11,64,A S Cruz,B1/H1/TT1,1189,116,,CCY,Current,09/11/2024 Sha Tin Jockey Challenge 1 Points :0 (Win 0 2nd 0 3rd 0),2,2024-11-09,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 0 3rd 0,0,0,0
172,13/14,"Turf / ""A+3""",1400,2,GF,SUPREME LUCKY,13,84,C S Shum,TT,1210,112,,CCY,Current,09/11/2024 Sha Tin Jockey Challenge 1 Points :0 (Win 0 2nd 0 3rd 0),3,2024-11-09,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 0 3rd 0,0,0,0
170,11/14,AWT,1650,4,GD,CURRAHEE,12,43,W K Mo,CP/TT,1053,117,,CCY,Current,09/11/2024 Sha Tin Jockey Challenge 1 Points :0 (Win 0 2nd 0 3rd 0),4,2024-11-09,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 0 3rd 0,0,0,0
168,10/14,"Turf / ""A+3""",1200,4,G,HE WAS YOU,8,52,A S Cruz,TT1,1179,125,,CCY,Current,09/11/2024 Sha Tin Jockey Challenge 1 Points :0 (Win 0 2nd 0 3rd 0),5,2024-11-09,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 0 3rd 0,0,0,0
166,5/13,AWT,1650,5,GD,VULCANUS,10,34,Y S Tsui,,1134,126,,CCY,Current,09/11/2024 Sha Tin Jockey Challenge 1 Points :0 (Win 0 2nd 0 3rd 0),6,2024-11-09,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 0 3rd 0,0,0,0
164,12/12,"Turf / ""A""",1200,3,G,RIDING HIGH,3,61,A S Cruz,TT,1099,113,,CCY,Current,06/11/2024 Happy Valley Jockey Challenge 1 Points :8 (Win 0 2nd 0 3rd 2),1,2024-11-06,Happy Valley Jockey Challenge,(Win 0 2nd 0 3rd 2,0,0,2
162,3/12,"Turf / ""A""",1200,4,G,PRIME MORTAR,5,59,A S Cruz,V/TT,1048,131,,CCY,Current,06/11/2024 Happy Valley Jockey Challenge 1 Points :8 (Win 0 2nd 0 3rd 2),2,2024-11-06,Happy Valley Jockey Challenge,(Win 0 2nd 0 3rd 2,0,0,2
160,4/12,"Turf / ""A""",1650,4,G,WAH MAY WAI WAI,3,54,A S Cruz,,1046,128,,CCY,Current,06/11/2024 Happy Valley Jockey Challenge 1 Points :8 (Win 0 2nd 0 3rd 2),3,2024-11-06,Happy Valley Jockey Challenge,(Win 0 2nd 0 3rd 2,0,0,2
157,3/12,"Turf / ""A""",1200,5,G,COSMO NAVIGATOR,4,39,C W Chang,B,1179,131,,CCY,Current,06/11/2024 Happy Valley Jockey Challenge 1 Points :8 (Win 0 2nd 0 3rd 2),4,2024-11-06,Happy Valley Jockey Challenge,(Win 0 2nd 0 3rd 2,0,0,2
155,7/14,"Turf / ""C+3""",1400,3,GF,BEAUTY LIVE,8,62,F C Lor,B1/TT,1097,117,,CCY,Current,03/11/2024 Sha Tin Jockey Challenge 1 Points :0 (Win 0 2nd 0 3rd 0),1,2024-11-03,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 0 3rd 0,0,0,0
153,13/14,"Turf / ""C+3""",1800,G3,GF,FLAMING RABBIT,5,89,D J Whyte,CP-/SR-/TT-,1118,115,,CCY,Current,03/11/2024 Sha Tin Jockey Challenge 1 Points :0 (Win 0 2nd 0 3rd 0),2,2024-11-03,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 0 3rd 0,0,0,0
150,5/12,"Turf / ""C+3""",1200,4,GF,CIRCUIT FIERY,11,46,T P Yung,CP1/TT,1103,119,,CCY,Current,03/11/2024 Sha Tin Jockey Challenge 1 Points :0 (Win 0 2nd 0 3rd 0),3,2024-11-03,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 0 3rd 0,0,0,0
149,10/14,"Turf / ""C+3""",1600,4,GF,CALIFORNIA BANNER,10,53,W K Mo,CP/TT,1128,126,,CCY,Current,03/11/2024 Sha Tin Jockey Challenge 1 Points :0 (Win 0 2nd 0 3rd 0),4,2024-11-03,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 0 3rd 0,0,0,0
148,4/12,"Turf / ""C+3""",1200,4,GF,OFFROAD MASTER,4,52,W K Mo,B1,1049,125,,CCY,Current,03/11/2024 Sha Tin Jockey Challenge 1 Points :0 (Win 0 2nd 0 3rd 0),5,2024-11-03,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 0 3rd 0,0,0,0
146,4/12,"Turf / ""C+3""",1200,3,G,GUSTOSISIMO,10,69,A S Cruz,TT,1199,126,,CCY,Current,30/10/2024 Happy Valley Jockey Challenge 1 Points :6 (Win 0 2nd 1 3rd 0),1,2024-10-30,Happy Valley Jockey Challenge,(Win 0 2nd 1 3rd 0,0,1,0
142,11/12,"Turf / ""C+3""",1000,5,G,HERO WARRIOR,9,37,K L Man,H-/PC-/B1/TT,1019,129,,CCY,Current,30/10/2024 Happy Valley Jockey Challenge 1 Points :6 (Win 0 2nd 1 3rd 0),2,2024-10-30,Happy Valley Jockey Challenge,(Win 0 2nd 1 3rd 0,0,1,0
140,2/12,"Turf / ""C+3""",1650,5,G,RED MAVERICK,11,24,Y S Tsui,,1203,116,,CCY,Current,30/10/2024 Happy Valley Jockey Challenge 1 Points :6 (Win 0 2nd 1 3rd 0),3,2024-10-30,Happy Valley Jockey Challenge,(Win 0 2nd 1 3rd 0,0,1,0
139,6/11,"Turf / ""C+3""",1650,4,G,FLYING SILVER,2,47,C S Shum,TT,1038,119,,CCY,Current,30/10/2024 Happy Valley Jockey Challenge 1 Points :6 (Win 0 2nd 1 3rd 0),4,2024-10-30,Happy Valley Jockey Challenge,(Win 0 2nd 1 3rd 0,0,1,0
136,3/12,"Turf / ""C""",1200,3,G,RIGHTEOUS ARION,6,64,A S Cruz,TT,1177,116,,CCY,Current,27/10/2024 Happy Valley Jockey Challenge 1 Points :20 (Win 1 2nd 0 3rd 2),1,2024-10-27,Happy Valley Jockey Challenge,(Win 1 2nd 0 3rd 2,1,0,2
135,1/12,"Turf / ""C""",1000,4,G,HAPPY TANGO,6,45,Y S Tsui,B,1245,117,,CCY,Current,27/10/2024 Happy Valley Jockey Challenge 1 Points :20 (Win 1 2nd 0 3rd 2),2,2024-10-27,Happy Valley Jockey Challenge,(Win 1 2nd 0 3rd 2,1,0,2
131,4/12,"Turf / ""C""",1650,4,G,TRADITION,3,48,Y S Tsui,,1033,120,,CCY,Current,27/10/2024 Happy Valley Jockey Challenge 1 Points :20 (Win 1 2nd 0 3rd 2),3,2024-10-27,Happy Valley Jockey Challenge,(Win 1 2nd 0 3rd 2,1,0,2
130,8/9,"Turf / ""C""",1800,3,G,CALIFORNIA VOCE,8,78,A S Cruz,TT,1090,131,,CCY,Current,27/10/2024 Happy Valley Jockey Challenge 1 Points :20 (Win 1 2nd 0 3rd 2),4,2024-10-27,Happy Valley Jockey Challenge,(Win 1 2nd 0 3rd 2,1,0,2
129,3/12,"Turf / ""C""",1200,5,G,CHEER FOR SOUTH,2,27,F C Lor,V-/PC1,1049,119,,CCY,Current,27/10/2024 Happy Valley Jockey Challenge 1 Points :20 (Win 1 2nd 0 3rd 2),5,2024-10-27,Happy Valley Jockey Challenge,(Win 1 2nd 0 3rd 2,1,0,2
127,12/12,AWT,1650,3,GD,MASSIVE ACTION,1,63,F C Lor,SR/V,1190,119,,CCY,Current,23/10/2024 Sha Tin Jockey Challenge 1 Points :0 (Win 0 2nd 0 3rd 0),1,2024-10-23,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 0 3rd 0,0,0,0
126,10/12,AWT,1200,4,GD,COSMO NAVIGATOR,8,41,C W Chang,B,1182,113,,CCY,Current,23/10/2024 Sha Tin Jockey Challenge 1 Points :0 (Win 0 2nd 0 3rd 0),2,2024-10-23,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 0 3rd 0,0,0,0
125,10/11,AWT,1200,4,GD,OMAKASE,12,42,Y S Tsui,,1029,115,,CCY,Current,23/10/2024 Sha Tin Jockey Challenge 1 Points :0 (Win 0 2nd 0 3rd 0),3,2024-10-23,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 0 3rd 0,0,0,0
124,8/11,AWT,1650,4,GD,HAPPYDEARHAPPYDEER,7,44,A S Cruz,B/TT,1053,116,,CCY,Current,23/10/2024 Sha Tin Jockey Challenge 1 Points :0 (Win 0 2nd 0 3rd 0),4,2024-10-23,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 0 3rd 0,0,0,0
123,7/11,AWT,1650,4,GD,SMART BEAUTY,4,46,A S Cruz,B/H/TT,1081,119,,CCY,Current,23/10/2024 Sha Tin Jockey Challenge 1 Points :0 (Win 0 2nd 0 3rd 0),5,2024-10-23,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 0 3rd 0,0,0,0
122,5/12,AWT,1200,5,GD,VULCANUS,7,34,Y S Tsui,,1140,127,,CCY,Current,23/10/2024 Sha Tin Jockey Challenge 1 Points :0 (Win 0 2nd 0 3rd 0),6,2024-10-23,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 0 3rd 0,0,0,0
121,7/11,AWT,1800,5,GD,GO HERO,5,32,Y S Tsui,B/TT,1033,124,,CCY,Current,23/10/2024 Sha Tin Jockey Challenge 1 Points :0 (Win 0 2nd 0 3rd 0),7,2024-10-23,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 0 3rd 0,0,0,0
119,2/14,"Turf / ""B+2""",1600,3,GF,FALLON,12,69,A S Cruz,B/TT,1108,123,,CCY,Current,20/10/2024 Sha Tin Jockey Challenge 1 Points :5 (Win 0 2nd 1* 3rd 0),1,2024-10-20,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 1* 3rd 0,0,1,0
116,12/14,"Turf / ""B+2""",1200,4,GF,SILVER DESTINY,8,42,C H Yip,B/TT2,1190,114,,CCY,Current,20/10/2024 Sha Tin Jockey Challenge 1 Points :5 (Win 0 2nd 1* 3rd 0),2,2024-10-20,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 1* 3rd 0,0,1,0
112,10/14,"Turf / ""B+2""",1400,4,GF,SKYEY BLUE,3,43,C W Chang,TT,1034,115,,CCY,Current,20/10/2024 Sha Tin Jockey Challenge 1 Points :5 (Win 0 2nd 1* 3rd 0),3,2024-10-20,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 1* 3rd 0,0,1,0
111,4/13,"Turf / ""B+2""",1600,5,GF,RED MAVERICK,8,25,Y S Tsui,,1222,117,,CCY,Current,20/10/2024 Sha Tin Jockey Challenge 1 Points :5 (Win 0 2nd 1* 3rd 0),4,2024-10-20,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 1* 3rd 0,0,1,0
110,2/12,"Turf / ""B""",1200,3,GF,GUSTOSISIMO,7,67,A S Cruz,TT,1190,121,,CCY,Current,16/10/2024 Happy Valley Jockey Challenge 1 Points :6 (Win 0 2nd 1 3rd 0),1,2024-10-16,Happy Valley Jockey Challenge,(Win 0 2nd 1 3rd 0,0,1,0
107,12/12,"Turf / ""B""",1200,4,GF,SUPREME WINNER,1,45,C H Yip,B-,1071,117,,CCY,Current,16/10/2024 Happy Valley Jockey Challenge 1 Points :6 (Win 0 2nd 1 3rd 0),2,2024-10-16,Happy Valley Jockey Challenge,(Win 0 2nd 1 3rd 0,0,1,0
106,11/12,"Turf / ""B""",1200,4,GF,SUPER TREASURE,9,50,C W Chang,CP,1001,123,,CCY,Current,16/10/2024 Happy Valley Jockey Challenge 1 Points :6 (Win 0 2nd 1 3rd 0),3,2024-10-16,Happy Valley Jockey Challenge,(Win 0 2nd 1 3rd 0,0,1,0
105,9/12,"Turf / ""B""",1650,4,G,WAH MAY WAI WAI,11,56,A S Cruz,,1053,130,,CCY,Current,16/10/2024 Happy Valley Jockey Challenge 1 Points :6 (Win 0 2nd 1 3rd 0),4,2024-10-16,Happy Valley Jockey Challenge,(Win 0 2nd 1 3rd 0,0,1,0
104,11/11,"Turf / ""B""",1000,4,G,HAPPY HORSE,8,42,K L Man,H/P/TT,1107,115,,CCY,Current,16/10/2024 Happy Valley Jockey Challenge 1 Points :6 (Win 0 2nd 1 3rd 0),5,2024-10-16,Happy Valley Jockey Challenge,(Win 0 2nd 1 3rd 0,0,1,0
102,13/14,"Turf / ""A+3""",1200,2,GF,SUPERB CAPITALIST,6,95,A S Cruz,H/TT,1143,128,,CCY,Current,13/10/2024 Sha Tin Jockey Challenge 1 Points :0 (Win 0 2nd 0 3rd 0),1,2024-10-13,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 0 3rd 0,0,0,0
101,13/13,"Turf / ""A+3""",1400,3,GF,MASSIVE ACTION,1,65,F C Lor,SR/V,1184,117,,CCY,Current,13/10/2024 Sha Tin Jockey Challenge 1 Points :0 (Win 0 2nd 0 3rd 0),2,2024-10-13,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 0 3rd 0,0,0,0
100,7/14,"Turf / ""A+3""",1400,4,GF,TEAM HAPPY,7,49,P C Ng,B,1223,121,,CCY,Current,13/10/2024 Sha Tin Jockey Challenge 1 Points :0 (Win 0 2nd 0 3rd 0),3,2024-10-13,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 0 3rd 0,0,0,0
99,9/9,"Turf / ""A+3""",1600,G2,GF,LA CITY BLANCHE,4,103,A S Cruz,TT,1003,115,,CCY,Current,13/10/2024 Sha Tin Jockey Challenge 1 Points :0 (Win 0 2nd 0 3rd 0),4,2024-10-13,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 0 3rd 0,0,0,0
96,9/14,"Turf / ""A+3""",1400,5,GF,FIRE BALL,10,31,C H Yip,CP,1032,121,,CCY,Current,13/10/2024 Sha Tin Jockey Challenge 1 Points :0 (Win 0 2nd 0 3rd 0),5,2024-10-13,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 0 3rd 0,0,0,0
95,6/9,"Turf / ""A+3""",2000,3,GF,BEAUTY LIVE,9,63,F C Lor,CP-/TT,1102,112,,CCY,Current,13/10/2024 Sha Tin Jockey Challenge 1 Points :0 (Win 0 2nd 0 3rd 0),6,2024-10-13,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 0 3rd 0,0,0,0
93,6/13,"Turf / ""A+3""",1200,4R,GF,NORTHERN FIRE BALL,10,52,C H Yip,H,1122,123,,CCY,Current,13/10/2024 Sha Tin Jockey Challenge 1 Points :0 (Win 0 2nd 0 3rd 0),7,2024-10-13,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 0 3rd 0,0,0,0
92,11/12,"Turf / ""A""",1200,3,G,SERGEANT PEPPER,5,61,Y S Tsui,,1123,114,,CCY,Current,09/10/2024 Happy Valley Jockey Challenge 1 Points :0 (Win 0 2nd 0 3rd 0),1,2024-10-09,Happy Valley Jockey Challenge,(Win 0 2nd 0 3rd 0,0,0,0
91,10/12,"Turf / ""A""",1650,3,G,BEATO,7,64,A S Cruz,V/TT,1120,118,,CCY,Current,09/10/2024 Happy Valley Jockey Challenge 1 Points :0 (Win 0 2nd 0 3rd 0),2,2024-10-09,Happy Valley Jockey Challenge,(Win 0 2nd 0 3rd 0,0,0,0
89,12/12,"Turf / ""A""",1200,4,G,PANDA,9,56,C H Yip,B,1088,129,,CCY,Current,09/10/2024 Happy Valley Jockey Challenge 1 Points :0 (Win 0 2nd 0 3rd 0),3,2024-10-09,Happy Valley Jockey Challenge,(Win 0 2nd 0 3rd 0,0,0,0
88,11/12,"Turf / ""A""",1200,4,G,FORTUNE RACER,5,48,W K Mo,H/TT,1003,120,,CCY,Current,09/10/2024 Happy Valley Jockey Challenge 1 Points :0 (Win 0 2nd 0 3rd 0),4,2024-10-09,Happy Valley Jockey Challenge,(Win 0 2nd 0 3rd 0,0,0,0
84,11/13,AWT,1650,2,GD,THE BEST PEACH,2,88,A S Cruz,TT,1048,120,,CCY,Current,06/10/2024 Sha Tin Jockey Challenge 1 Points :0 (Win 0 2nd 0 3rd 0),1,2024-10-06,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 0 3rd 0,0,0,0
83,5/13,"Turf / ""A""",1200,3,GF,YOUNG SUPERSTAR,6,71,A S Cruz,TT,1146,127,,CCY,Current,06/10/2024 Sha Tin Jockey Challenge 1 Points :0 (Win 0 2nd 0 3rd 0),2,2024-10-06,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 0 3rd 0,0,0,0
82,8/13,"Turf / ""A""",1400,4,GF,OMAKASE,6,44,Y S Tsui,,1024,117,,CCY,Current,06/10/2024 Sha Tin Jockey Challenge 1 Points :0 (Win 0 2nd 0 3rd 0),3,2024-10-06,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 0 3rd 0,0,0,0
78,5/11,"Turf / ""A""",1000,4,GF,HAPPY HORSE,4,44,K L Man,H/P/TT,1103,118,,CCY,Current,06/10/2024 Sha Tin Jockey Challenge 1 Points :0 (Win 0 2nd 0 3rd 0),4,2024-10-06,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 0 3rd 0,0,0,0
75,11/11,"Turf / ""A""",1800,5,GF,KINGLY DEMEANOR,1,31,A S Cruz,H1/TT,1160,123,,CCY,Current,06/10/2024 Sha Tin Jockey Challenge 1 Points :0 (Win 0 2nd 0 3rd 0),5,2024-10-06,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 0 3rd 0,0,0,0
72,6/9,"Turf / ""C+3""",1400,2,GF,OUTGATE,7,91,A S Cruz,H/TT,1014,124,,CCY,Current,01/10/2024 Sha Tin Jockey Challenge 1 Points :6 (Win 0 2nd 1 3rd 0),1,2024-10-01,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 1 3rd 0,0,1,0
71,8/8,"Turf / ""C+3""",1000,G3,GF,BABY CRYSTAL,8,81,K W Lui,B/TT,1233,115,,CCY,Current,01/10/2024 Sha Tin Jockey Challenge 1 Points :6 (Win 0 2nd 1 3rd 0),2,2024-10-01,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 1 3rd 0,0,1,0
70,12/14,"Turf / ""C+3""",1800,4,GF,SMART BEAUTY,12,46,A S Cruz,B/H/TT,1064,120,,CCY,Current,01/10/2024 Sha Tin Jockey Challenge 1 Points :6 (Win 0 2nd 1 3rd 0),3,2024-10-01,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 1 3rd 0,0,1,0
69,5/13,"Turf / ""C+3""",1400,4,GF,TEAM HAPPY,13,49,P C Ng,B,1223,117,,CCY,Current,01/10/2024 Sha Tin Jockey Challenge 1 Points :6 (Win 0 2nd 1 3rd 0),4,2024-10-01,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 1 3rd 0,0,1,0
68,9/11,"Turf / ""C+3""",1200,4,GF,SILVER DESTINY,7,44,C H Yip,B,1173,121,,CCY,Current,01/10/2024 Sha Tin Jockey Challenge 1 Points :6 (Win 0 2nd 1 3rd 0),5,2024-10-01,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 1 3rd 0,0,1,0
66,2/10,"Turf / ""C+3""",1200,5,GF,BEAT HOLLOW,7,29,Y S Tsui,,1165,119,,CCY,Current,01/10/2024 Sha Tin Jockey Challenge 1 Points :6 (Win 0 2nd 1 3rd 0),6,2024-10-01,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 1 3rd 0,0,1,0
65,4/11,"Turf / ""C+3""",1400,5,GF,FIRE BALL,3,31,C H Yip,CP,1031,121,,CCY,Current,01/10/2024 Sha Tin Jockey Challenge 1 Points :6 (Win 0 2nd 1 3rd 0),7,2024-10-01,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 1 3rd 0,0,1,0
64,12/12,"Turf / ""C""",1400,3,G,PHANTOM CYCLONE,9,61,T P Yung,V/TT,1096,117,,CCY,Current,28/09/2024 Sha Tin Jockey Challenge 1 Points :20 (Win 0 2nd 2 3rd 2),1,2024-09-28,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 2 3rd 2,0,2,2
63,12/13,"Turf / ""C""",1600,3,G,WINNING DRAGON,2,79,A S Cruz,TT,1050,132,,CCY,Current,28/09/2024 Sha Tin Jockey Challenge 1 Points :20 (Win 0 2nd 2 3rd 2),2,2024-09-28,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 2 3rd 2,0,2,2
60,2/12,"Turf / ""C""",1400,4,G,FORERUNNER,12,50,W K Mo,TT,1021,122,,CCY,Current,28/09/2024 Sha Tin Jockey Challenge 1 Points :20 (Win 0 2nd 2 3rd 2),3,2024-09-28,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 2 3rd 2,0,2,2
59,6/12,"Turf / ""C""",1400,4,G,CALIFORNIA BANNER,11,54,W K Mo,CP/TT,1114,126,,CCY,Current,28/09/2024 Sha Tin Jockey Challenge 1 Points :20 (Win 0 2nd 2 3rd 2),4,2024-09-28,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 2 3rd 2,0,2,2
58,3/12,AWT,1200,4,GD,COSMO NAVIGATOR,6,41,C W Chang,B,1167,116,,CCY,Current,28/09/2024 Sha Tin Jockey Challenge 1 Points :20 (Win 0 2nd 2 3rd 2),5,2024-09-28,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 2 3rd 2,0,2,2
56,3/8,"Turf / ""C""",1600,5,G,GO HERO,3,32,Y S Tsui,B/TT,1025,124,,CCY,Current,28/09/2024 Sha Tin Jockey Challenge 1 Points :20 (Win 0 2nd 2 3rd 2),6,2024-09-28,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 2 3rd 2,0,2,2
55,2/9,AWT,1200,5,GD,VULCANUS,9,32,Y S Tsui,,1131,125,,CCY,Current,28/09/2024 Sha Tin Jockey Challenge 1 Points :20 (Win 0 2nd 2 3rd 2),7,2024-09-28,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 2 3rd 2,0,2,2
53,10/12,"Turf / ""C""",1200,4,G,PRIME MORTAR,5,59,A S Cruz,V/TT,1037,131,,CCY,Current,25/09/2024 Happy Valley Jockey Challenge 1 Points :0 (Win 0 2nd 0 3rd 0),1,2024-09-25,Happy Valley Jockey Challenge,(Win 0 2nd 0 3rd 0,0,0,0
52,8/11,"Turf / ""C""",1650,4,G,TRADITION,9,50,P C Ng,,1010,122,,CCY,Current,25/09/2024 Happy Valley Jockey Challenge 1 Points :0 (Win 0 2nd 0 3rd 0),2,2024-09-25,Happy Valley Jockey Challenge,(Win 0 2nd 0 3rd 0,0,0,0
51,9/12,"Turf / ""C""",1650,3,G,HAMERON,1,78,K W Lui,XB,1044,132,,CCY,Current,25/09/2024 Happy Valley Jockey Challenge 1 Points :0 (Win 0 2nd 0 3rd 0),3,2024-09-25,Happy Valley Jockey Challenge,(Win 0 2nd 0 3rd 0,0,0,0
48,9/12,"Turf / ""C""",1200,5,G,CHEER FOR SOUTH,9,31,F C Lor,B-/V1,1055,122,,CCY,Current,25/09/2024 Happy Valley Jockey Challenge 1 Points :0 (Win 0 2nd 0 3rd 0),4,2024-09-25,Happy Valley Jockey Challenge,(Win 0 2nd 0 3rd 0,0,0,0
47,7/10,"Turf / ""C""",1800,5,G,KINGLY DEMEANOR,9,33,A S Cruz,TT,1165,121,,CCY,Current,25/09/2024 Happy Valley Jockey Challenge 1 Points :0 (Win 0 2nd 0 3rd 0),5,2024-09-25,Happy Valley Jockey Challenge,(Win 0 2nd 0 3rd 0,0,0,0
46,2/11,"Turf / ""B+2""",1200,2,Y,SUPERB CAPITALIST,1,94,A S Cruz,H/TT,1147,127,,CCY,Current,22/09/2024 Sha Tin Jockey Challenge 1 Points :10 (Win 0 2nd 1 3rd 1),1,2024-09-22,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 1 3rd 1,0,1,1
